TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_4104,"\pos(2)キズついたときは
いつでも いらっしゃい
あなたのつかれを
いやしてあげましょう"
TX_4105,"\pos(2)キズついたときは
いつでも いらっしゃい
あなたのつかれを
いやしてあげましょう"
TX_4106,"ああ! 少年よ きいてください!
しんじられないかもしれませんが
わたしは この海をまもってきた
\col(3)ようせいの女王\col(0)なのです!
\col(3)ベラン\col(0)となのる 邪悪な者の
のろいによって このような
すがたに されてしまったのです
\col(1)ようせいのこな\col(0)の 力をかりれば
もとに もどれるとおもうのですが\stop
\col(3)ベラン\col(0)は この海を くさらせ
生きものの すめない 死の海に
かえてしまうつもりなのです!\n"
TX_4107,"おねがいです! \col(1)ようせいのこな\col(0)を
さがしてきてください!"
TX_4108,"\col(1)ようせいのこな\col(0)を
もってきてくれたのですね!
これで もとのすがたに
もどれます!
さあ その\col(1)こな\col(0)を
わたしに かけてください"
TX_4109,"ありがとうございました 少年よ!\stop
これで もとのキレイな海に
もどすことができます!
さあ いそがないと!
それ!"
TX_4200,"ボ、ボク \col(3)\Child\col(0)
っていいます。。。\stop
!!!!!
知らない人と おハナシしちゃった
はずかし--------。。。"
TX_4201,"\Linkさん?\stop
\col(3)\Child\col(0)
はずかし----!!"
TX_4202,"おにいちゃんて、つよい?
  \opt()はい \opt()いいえ"
TX_4203,"ボクも つよくなって
おとうさんと おかあさんを
まもるんだ!"
TX_4204,"ふ-ん。。。
それでいいの? おにいちゃん!"
TX_4205,はやく オトナに なりたいな-
TX_4300,"や-、ボクは
木をうえるめいじん \col(3)ペック
\col(0)じぶんでいうのも なんだけど
けっこう ものしりなのさ
さっそく いいことを
おしえてあげるよ\stop
なんと、ボクと\col(3)ラミン\col(0)のこどもが
うまれたのさ!
やった-!!!!\stop
ぜひ見ていってくださいね!!"
TX_4301,"なまえをつけてくれて ありがとう
\col(3)\Child\col(0)かぁ いいなまえだね
げんきに そだつといいな-"
TX_4302,"や-、\Link\stop
こどもが ビョウキで
たいへんだけど
いいことを おしえるよ"
TX_4303,"こどもが げんきになって
ひとあんしん
きょうも
いいことを おしえるよ"
TX_4304,"や-、\Link
\col(3)\Child\col(0)も大きくなったよ!
きょうも
いいことを おしえるよ"
TX_4305,"や-、\Link
ひさしぶりだね!
ボクたちも このまちにきたんだ
また、なかよくしてくれよな"
TX_4306,"や-、\Link
\col(3)\Child\col(0)は とても げんきさ
さぁ 木についてなら
なんでも おしえてあげるよ"
TX_4307,"や-、\Link\stop
\col(3)\Child\col(0)も
もう いちにんまえのオトナだよ\n"
TX_4308,"さぁ 木についてなら
なんでも おしえてあげよう"
TX_4309,"\col(1)ガチャの実\col(0)は
\col(1)タネ\col(0)をうえるばしょによって
出てくるモノがかわるんだ
いいばしょを見つけたら
ボクにも おしえておくれよ"
TX_430a,"\col(1)ガチャの実\col(0)から出てくるモノ?
なんといっても \col(1)ゆびわ\col(0)だよ!
ふしぎな力が やどっているんだ
ハ-トやルピ-のときもあるけどね"
TX_430b,"きいたハナシだと
\col(1)実\col(0)のなかみは うえた人の
こうどうでも かわるらしいんだ
まものをイッパイたおしていたり
たくさん あるいたりしていると
よくなるらしいよ"
TX_430c,"あたらしく \col(1)ガチャのタネ\col(0)を
うえるばしょを 見つけたり
ヒミツのかいだんを見つけたり
するのも \col(1)ガチャの実\col(0)には
いいらしいよ"
TX_430d,"こまっている人の ねがいごとを
かなえてあげるのも
\col(1)ガチャの実\col(0)には いいらしいよ"
TX_430e,"\col(1)ガチャのタネ\col(0) うえられるばしょを
さがすのって たいへんなんだよね
あなをほったり いわをどけたり"
TX_430f,"ボクのけいけんからいうと
\col(1)ガチャのタネ\col(0)は
めずらしいトコロに うえるほど
中から めずらしいモノが
出るんだよね!"
TX_4310,"たびの人から きいたんだけど
\col(1)ガチャのタネ\col(0)を うえてから
木にせいちょうして \col(1)実\col(0)をつける
までにかかるじかんって
モンスタ-をたおしたかずと
カンケイあるらしいんだけど
ホントかなぁ"
TX_4311,"\col(1)ガチャのタネ\col(0) のヤツめ!
めが出て 木になって オマケに
\col(1)実\col(0)まで つけやがる!
しかも \col(1)実\col(0)のなかから イロイロ
出てくるなんて!
ハッ! こんなトコロに!
オマエさん もっていってくれ!"
TX_4312,"ウチの すぐちかくに
やわらかいつち が あるけど
そこに \col(1)タネ\col(0)をうえたりするなよ!"
TX_4313,"なんじゃ? ワシの なまえ?
\col(3)ベック\col(0)というのじゃ!
おぼえておけ!"
TX_4400,"わたしは\col(3)ラミン\col(0)\stop
わたしの はじめてのあかちゃん!
げんきな 男のコよ
いま、このコのなまえをどうするか
まよっているの
あなたも いっしょに
かんがえてもらえないかしら?
あなたなら
なんてなまえをつけます?"
TX_4401,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4402,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4403,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4404,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4405,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4406,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4407,"あなたなら なまえに
\col(3)\Child\col(0) ってつける?
  \opt()はい \opt()かんがえなおす"
TX_4408,"いいなまえね
そのなまえ いただきだわ!
このコも よろこんでいるみたいよ
また、いつでも あいにきてね"
TX_4409,"\col(3)\Child\col(0)も あなたのように
げんきに そだってほしいわ"
TX_440a,"そうね、 もういちど
かんがえなおしたほうが
いいかもしれないわね"
TX_440b,"\col(3)\Child\col(0)のようすが おかしいの\stop
おイシャさまに
つれていきたいけど
ルピ-が なくって。。。
少しかしていただけませんか?
  \opt()はい \opt()いいえ"
TX_440c,"ほんとに!
いくら かしていただけますか?
 \opt()150ルピ- \opt()50ルピ-
 \opt()10ルピ-  \opt()1ルピ-"
TX_440d,"ありがとう! \Link
あなたは おんじんよ!"
TX_440e,"ありがとう
これで なんとかなりそうよ"
TX_440f,"どうも。。。
あとはわたしが なんとかしますわ"
TX_4410,"\Link あなたも
たいへんですものね
きもちだけで じゅうぶんですよ"
TX_4411,わかりました。。。
TX_4412,"\col(3)\Child\col(0)は げんきになったわ!
どうも ありがとう!"
TX_4413,"このコったら
なかなか ねついてくれないの\stop
\Link あなたなら
どうやって ねむらせる?
  \opt()こもりうたをうたう
  \opt()いっしょにあそぶ"
TX_4414,"わたしも うたがスキだし
そうしてみるわ!"
TX_4415,"なるほど!
あそんで つかれさせて
ねむらせるわけね
なかなか いいほうほうね!"
TX_4416,"どう?
やっぱり このコ かわいいわ!!"
TX_4417,"見て! \col(3)\Child\col(0)ったら
とても 大きくなったわ!"
TX_4418,"まぁ \Link!
また あなたに あうなんて!\stop
なまえを つけてくれた
\col(3)\Child\col(0)も
とても げんきよ!"
TX_4419,"\col(3)\Child\col(0)ったら、
げんきすぎて たいへんよ!\stop
\Linkが こどものころは
どんな コだったのかしら?
おなじようにげんきだった?
  \opt()はい \opt()いいえ"
TX_441a,"\col(3)\Child\col(0)は とてもハズカシがり\stop
\Linkが こどものころは
どんな コだったのかしら?
げんきなこだった?
  \opt()はい \opt()いいえ"
TX_441b,"\col(3)\Child\col(0)は とてもかわっていて
いろんなことに キョウミをもつの\stop
\Linkが こどものころは
どんな コだったのかしら?
げんきなこだった?
  \opt()はい \opt()いいえ"
TX_441c,"そうなの! きっと
やんちゃボウズだったんでしょうね"
TX_441d,"それとも、おとなしいコだった?
  \opt()はい \opt()いいえ"
TX_441e,"そうなの! きっと
かわいかったんでしょうね"
TX_441f,"もしかして、ヘンなコだった?
  \opt()はい \opt()いいえ"
TX_4420,"そうなの!
見かけに よらないわね。。。"
TX_4421,"まぁ ひとことでいうのは
ムズカシイわよね"
TX_4422,"\col(3)\Child\col(0)ったら、
げんきすぎて こまっちゃう!"
TX_4423,"\col(3)\Child\col(0)は
おとなしすぎて こまっちゃうわ"
TX_4424,"\col(3)\Child\col(0)ったら、ヘンなコよ
しょうらいは 大モノになるわ!"
TX_4425,"アラ、\Link\stop
あなたが なまえをつけた
\col(3)\Child\col(0)も
いまでは リッパなオトナよ!"
TX_4426,"アラ、\Link\stop
あなたが なまえをつけた
\col(3)\Child\col(0)も
いまでは リッパなオトナよ!"
TX_4427,"アラ、\Link\stop
あなたが なまえをつけた
\col(3)\Child\col(0)も
いまでは リッパな
木をそだてる めいじんよ!"
TX_4428,"アラ、\Link\stop
あなたが なまえをつけた
\col(3)\Child\col(0)も
いまでは リッパな
おんがくかよ!"
TX_4429,"\col(3)\Child\col(0)ちゃん。。。
オトナに なっても
あそんでばかり\stop
こまったものだわ。。。"
TX_442a,"わたしの むすこの
\col(3)\Child\col(0)ったら
あなたのかつやくをきいて
じぶんも 勇者になるんだって
がんばっているわ"
TX_442b,"あのコったら
とても 大きなゆめを
もっているみたい!!"
TX_442c,"\col(3)\Child\col(0)ったら
あなたのかつやくを
うたに するんだって、
がんばっているわ"
TX_442d,"\col(3)\Child\col(0)ちゃん。。。
オトナになっても、
あそんでばかり\stop
こまったものだわ"
TX_442e,"わたしの むすこも
やっとリッパな勇者になりました"
TX_442f,"\col(3)\Child\col(0)が
\col(3)ペック\col(0)のあとをついでくれて
わたしたち ほんとにシアワセ。。"
TX_4430,"\col(3)\Child\col(0)のつくった うた
きいてみた?
かなり いいカンジよ!"
TX_4431,"どうも ありがとう!
さぁ おイシャさまに みせなきゃ"
TX_4432,ルピ-が たりないみたいだけど?
TX_4500,\sfx(0xc6)まいどありッピ!
TX_4501,\sfx(0xc6)まいどありッピ!
TX_4502,\sfx(0xc6)まいどありッピ!
TX_4503,\sfx(0xc6)まいどありッピ!
TX_4504,\sfx(0xc6)まいどありッピ!
TX_4505,\sfx(0xc6)まいどありッピ!
TX_4506,\sfx(0xc6)かわないなら かえるッピ!
TX_4507,"\sfx(0xc6)ルピ-がたりないッピ!
かえるッピ!"
TX_4508,\sfx(0xc6)もう もっているッピ!
TX_4509,"\sfx(0xc6)かいものしていくッピ!
たて1コ \num1ルピ-だッピ
  \opt()かう \opt()かわない"
TX_450a,"\sfx(0xc6)かいものしていくッピ!
たて1コ \num1ルピ-だッピ
  \opt()かう \opt()かわない"
TX_450b,"\sfx(0xc6)まいどッピ!
かいものしていくッピ!
アチチの実10コ
20ルピ-だッピ!
  \opt()かう \opt()かわない"
TX_450c,"\sfx(0xc6)まいどッピ!
かいものしていくッピ!
アチチの実10コ
20ルピ-だッピ!
  \opt()かう \opt()かわない"
TX_450d,"\sfx(0xc6)まいどッピ!
かいものしていくッピ!
バクダン10コ 30ルピ-だッピ
  \opt()かう \opt()かわない"
TX_4600,"ワタクシ \col(3)\Child\col(0)は
勇者\Linkさまを
たたえるうたを せいさく中です"
TX_4601,"もう少しで
うたが かんせいしそうです\stop
ところで、あなたにとって
「あい」と「ゆうき」
どちらが だいじですか?
  \opt()あい \opt()ゆうき"
TX_4602,"もう少しで
うたが かんせいしそうです\stop
たのしみにしててください"
TX_4603,"やっと
うたが かんせいしました!\stop
きいてもらえますか?
  \opt()はい \opt()いいえ"
TX_4604,どうですか?
TX_4605,"そうですか。。。
また ききにきてください!"
TX_4700,"ボクのなまえ \col(3)\Child\col(0)って
いうんだけど
スッゴ-イ人が つけてくれた
なまえなんだって
いいだろう!"
TX_4701,"ひさしぶり、\Link!
ボクのこと おぼえている?\stop
\col(3)\Child\col(0)だよ!\stop
おとうさんも おかあさんも
とても げんきだよ!"
TX_4702,"おにいちゃんてさ-
コイビト いるの?
  \opt()はい \opt()いいえ"
TX_4703,"いいな。。。
ボクもじつは スキなコがいるんだ
でも このことは ナイショだよ!"
TX_4704,"ふ-ん。。。
おにいちゃんも、まだまだ だね"
TX_4705,はやく オトナに なりたいな-
TX_4800,"ボク \col(3)\Child\col(0)は
とうさんとおなじく
“木”のみちを すすもうと
ケッシンしました!"
TX_4801,"いつか 世界を
ボクのうえた木で
イッパイにしてやるんだ!\stop
そうだ!
あなたも てつだってください!
これを さしあげます!!"
TX_4802,"これで あなたも
世界に ミドリを
ふやしてください"
TX_4803,"いつか 世界を
ボクのうえた木で
イッパイにしてやるんです!"
TX_4804,"“木”のことなら
なんでも きいてください"
TX_4805,"\col(1)サッサの実\col(0)を まものにあてると
うごきをとめられるんです! けど
つよいまものには きかないんです"
TX_4806,"\col(1)サッサの実\col(0)を まものにあてると
うごきをとめられるんです! けど
つよいまものには きかないんです"
TX_4807,"\col(1)ハテナの実\col(0)って スゴイですよ\stop
さわると シビレちゃうまものに
かけてみてください
ぜんぜん こわくなくなります"
TX_4808,"木をうえるために
よく じめんをほるんですが
たまに チョ-大きな\col(1)ルピ-\col(0)が
出てくることがあるんですよ!"
TX_4809,"\col(1)ピュ-の実\col(0)って知ってます?\stop
ふつうにつかうと
たつまきワ-プなんですが
まものにあてると どこかとおくへ
ふきとばしてしまうんです!"
TX_480a,"\col(1)ピュ-の実\col(0)って知ってます?\stop
ふつうにつかうと
たつまきワ-プなんですが
まものにあてると どこかとおくへ
ふきとばしてしまうんです!"
TX_480b,"\col(1)サッサの実\col(0)を まものにあてると
うごきをとめられるんです! けど
つよいまものには きかないんです"
TX_480c,"\col(1)ハテナの実\col(0)って スゴイですよ\stop
さわると シビレちゃうまものに
かけてみてください
ぜんぜん こわくなくなります"
TX_4900,"ボクちゃんの なまえは
\col(3)\Child\col(0)だよ-
どう? イカスなまえでしょ?"
TX_4901,"アッ \Linkだ!!\stop
ボクちゃん おぼえている?
\col(3)\Child\col(0)だよ!
うれしいな!
また、あえた! また、あえた!"
TX_4902,"ニワトリと たまごって
どっちが さきなのかな?
  \opt()ニワトリ \opt()たまご"
TX_4903,"ふ--ん。。。
でも そのニワトリって
どうやって うまれたんだろう?"
TX_4904,"ふ--ん。。。
でも そのたまごって
どうやって できたんだろう?"
TX_4905,はやく オトナに なりたいな-
TX_4a00,"わたしのなまえは \col(3)\Child\col(0)
\Linkさまのような
リッパな勇者となるため
まいにち たんれん中であります!"
TX_4a01,"いつか 世界をたびして
世界中の人たちを
すくってみせます
勇者\Linkのように!!\stop
そこで 1つアドバイスを。。。\stop
つよくなるには
どうしたらいいのでしょうか?
まいにちの たんれんですか?
  \opt()はい \opt()いいえ"
TX_4a02,"もってうまれた さいのうですか?
  \opt()はい \opt()いいえ"
TX_4a03,"人を あいする心ですか?
  \opt()はい \opt()いいえ"
TX_4a04,"ウ〜ム
ムズカシイですね。。。"
TX_4a05,"なるほど!
とても ベンキョウになりました!"
TX_4a06,"あなたのアドバイスで
リッパな勇者になれそうです!"
TX_4a07,"どうです!
おれいに これをさしあげます"
TX_4a08,"これからも
もっともっと がんばります!!"
TX_4b00,"オレのなまえは \col(3)\Child\col(0)
イカシた なまえだろ?
シェケナ ベイベ-!"
TX_4b01,"ルピ-をためて
いつか そとの世界に
とびだしてやる!\stop
。。。 ので
少しカンパしてくれませんか?
  \opt()はい \opt()いいえ"
TX_4b02,"いくら
カンパできるんだい?
 \opt()100ルピ- \opt()50ルピ-
 \opt()10ルピ-  \opt()0ルピ-"
TX_4b03,ケチだなぁ- ベイベ-!!
TX_4b04,"サンキュ-! ベイベ-!!
あんたの おんは
いっしょう わすれないぜ!"
TX_4b05,"たった それだけかい、ベイベ-!
。。。でも ありがとさん!!"
TX_4b06,"ないよりは マシだな。。。
ありがとさん!!"
TX_4b07,"ケチだなぁ ベイベ-
じゃぁな!!"
TX_4b08,"コトバだけじゃ
なにも かえないぜ、ベイベ-!"
TX_4b09,"そとの世界って
どうなっているのかな。。。"
TX_4b0a,"げんきだったかい、\Link
世界中まわって
ロックダマシイを みがいてきたぜ
シェケナ ベイベ-!\stop
このあいだの カンパのおれいだ
これをうけとってくれ!!"
TX_4b0b,"ベイベ- これからも
なかよくしてくれな!"
TX_4d00,"アンタ \Linkじゃろ?
きっと あえるとおもっていたよ
いいことを おしえてあげたい
のじゃが きいてくれるかい?
  \opt()はい \opt()いいえ"
TX_4d01,よくが ないんじゃの
TX_4d02,"\col(3)ホロドラム\col(0)の\col(3)ホロン村\col(0)に
\col(3)とけいや\col(0)が あったじゃろ?
そこのウラを ほってごらん
アタシの知りあいが いるハズさ
その人に つぎの\col(1)あいことば\col(0)を
つたえるのじゃ
わかったかい?
  \opt()はい \opt()いいえ"
TX_4d03,"ちゃんと おぼえるんじゃぞ\stop
\secret1\stop
おぼえたかい?
  \opt()はい \opt()いいえ"
TX_4d04,たしかに つたえたからね
TX_4d05,"デロロ〜ン
オマエ 目に じしんあるか?
あるなら いいコトおしえてやるが
どうだ?
  \opt()じしんある \opt()ない"
TX_4d06,スキにするがいいさ
TX_4d07,"\col(3)ホロドラム\col(0)のぼちに 1つだけ
花のさかない はかが ある
そのウラをほってみな
中のヤツに いまからいう
\col(1)あいことば\col(0)を いえば
オモシロイことが おこるぜ!
どうだ? わかったか?
  \opt()わかった \opt()もういちど"
TX_4d08,"じゃ \col(1)あいことば\col(0)をいうぜ\stop
\secret1\stop
おぼえたかい?
  \opt()はい \opt()いいえ"
TX_4d09,"けんとうを いのるぜ!
デロロ〜ン"
TX_4d0a,"ウラ! 知らない人に
はなしかけられたウラ
おれいに いいコト おしえるウラ
ききたいウラか?
  \opt()はい \opt()いいえ"
TX_4d0b,べつに キョウセイは しないウラ
TX_4d0c,"\col(3)ホロドラム\col(0)の ウ-ラの村にある
3つの\col(3)ウ-ラ火山\col(0)の ほこらに
オラの アニキがいるウラ
これからいう \col(1)あいことば\col(0)を
そのアニキに つたえるウラ
きっと いいコトあるウラよ!
わかったウラか?
  \opt()わかった \opt()もういちど"
TX_4d0d,"じゃあ いうウラ!\stop
\secret1\stop
ちゃんと おぼえられたウラか?
  \opt()はい \opt()いいえ"
TX_4d0e,アニキに ヨロシク ウラ!
TX_4d0f,"ん? もしや おぬし
\col(3)ホロドラム\col(0)の \col(3)水びたしの村\col(0)にいる
すもぐりめいじんの
でし じゃないかい?
おぬしの ししょうに つたえたい
\col(1)あいことば\col(0)が あるんじゃ
たのまれてくれるかの?
  \opt()はい \opt()いいえ"
TX_4d10,"ダメかい?
それなら しょうがないな。。"
TX_4d11,"まちがわんようにな!\stop
\secret1\stop
おぼえられたか?
  \opt()はい \opt()いいえ"
TX_4d12,"まちがわんようにな!\stop
\secret1\stop
おぼえられたか?
  \opt()はい \opt()いいえ"
TX_4d13,それじゃ たのんだぞ!
TX_4d14,"コウゲキはさいだいのボウギョ
とかいうウラが
世の中 さいごは
まもりきったヤツのかちウラ
人生を まもりきるための
とっておきのジョウホウを
おしえてあげようウラか?
  \opt()はい \opt()いいえ"
TX_4d15,"人生このさき なにがまっているか
わからないウラよ〜"
TX_4d16,"ウ-ラのふるさとにいる
ウ-ラコクホウに
この\col(1)あいことば\col(0)を つたえるウラ\stop
\secret1\stop
おぼえたウラか?
  \opt()はい \opt()いいえ"
TX_4d17,"ウ-ラのふるさとにいる
ウ-ラコクホウに
この\col(1)あいことば\col(0)を つたえるウラ\stop
\secret1\stop
おぼえたウラか?
  \opt()はい \opt()いいえ"
TX_4d18,"ウ-ラコクホウに
よろしく ウラ!"
TX_4d19,"\col(3)ホロドラム\col(0)へむけて
たびだっていったあの人に
ラッキ-の\col(1)あいことば\col(0)を
おしえるのを わすれてたの
アンラッキ-な人だから
どこか とおいトコロで
そうなんして
ガイコツのユウレイなんかに
なっていないかシンパイで。。。
どうにかならないかしら?
  \opt()まかせて \opt()ムリ"
TX_4d1a,つめたい人ね。。。
TX_4d1b,"\col(1)あいことば\col(0)は こうよ!\stop
\secret1\stop
おぼえられたかしら?
  \opt()はい \opt()いいえ"
TX_4d1c,"\col(1)あいことば\col(0)は こうよ!\stop
\secret1\stop
おぼえられたかしら?
  \opt()はい \opt()いいえ"
TX_4d1d,それじゃ おねがいね
TX_4d1e,"まぁ \Link\stop
こんどの ぼうけんは
\col(3)ラブレンヌ\col(0)なのね!
ところで おねがいがあるんだけど
きいてもらえるかしら?
  \opt()はい \opt()いいえ"
TX_4d1f,"そう。。。
気がかわったら またきてね"
TX_4d20,"\col(3)ホロドラム\col(0)で しずんだままの
\col(3)四季のしんでん\col(0)に ながれるタキ
そのおくに \col(3)大ようせい\col(0)さまが
いるハズだから いまからいう
\col(1)あいことば\col(0)を つたえてほしいの
わかったかしら?
  \opt()はい \opt()いいえ"
TX_4d21,"\col(1)あいことば\col(0)は こうよ\stop
\secret1\stop
おぼえられたかしら?
  \opt()はい \opt()いいえ"
TX_4d22,じゃあ よろしくね!
TX_4d23,"「♪いっそ〜タネまであいしてェ」
オレたちデクナッツのあいだで
いま大人気の\col(1)あいことば\col(0)
「タネまであいして」だッピ
つづきをきくッピ?
  \opt()きく \opt()きかない"
TX_4d24,なら かえるッピ!
TX_4d25,"「♪いっそタネまであいして。。」
で つづきはこうだッピ\stop
\secret1\stop
おぼえたッピ?
  \opt()はい \opt()いいえ"
TX_4d26,"「♪いっそタネまであいして。。」
で つづきはこうだッピ\stop
\secret1\stop
おぼえたッピ?
  \opt()はい \opt()いいえ"
TX_4d27,"\col(3)ホロドラム\col(0)にある \col(3)水びたしの村\col(0)の
西にいる デクナッツは
この\col(1)あいことば\col(0)が 大スキだッピ!
オレもいいうただとおもうッピ!
いちど たずねてみるッピ!"
TX_4d28,"りょうてもちの 大剣
\col(1)ダイゴロンとう\col(0)をきたえるのは
なみのゴロンには ムリゴロ
山のように大きいゴロンが
\col(3)ホロドラム\col(0)にいるという
ウワサ ゴロが。。。
こころあたり あるゴロか?
  \opt()ある \opt()ない"
TX_4d29,そうゴロか。。。
TX_4d2a,"この\col(1)あいことば\col(0)を
山のように大きい\col(3)ダイゴロン\col(0)に
つたえてほしいゴロ!\stop
\secret1\stop
わかったゴロか?
  \opt()はい \opt()いいえ"
TX_4d2b,"この\col(1)あいことば\col(0)を
山のように大きい\col(3)ダイゴロン\col(0)に
つたえてほしいゴロ!\stop
\secret1\stop
わかったゴロか?
  \opt()はい \opt()いいえ"
TX_4d2c,よろしくゴロ!
TX_4d2d,"あなたは \col(3)ホロドラム\col(0)をすくった
\Linkさまじゃ ないかね?
ここで あったのも なにかのエン
わたしの たのみを
きいてもらえんかの?
  \opt()はい \opt()いいえ"
TX_4d2e,そうかい。。。
TX_4d2f,"\col(3)ホロドラム\col(0)の\col(3)ホロン村\col(0)にいた
\col(3)ル-ル村ちょう\col(0)を
おぼえているかい?
その\col(3)ル-ル村ちょう\col(0)に
いまからいう \col(1)あいことば\col(0)を
つたえてほしいんじゃ
わかったかの?
  \opt()はい \opt()いいえ"
TX_4d30,"じゃあ \col(1)あいことば\col(0)をいうよ\stop
\secret1\stop
おぼえたかい?
  \opt()はい \opt()いいえ"
TX_4d31,それじゃ ヨロシクね
TX_5100,ムムッ!\col(1)カギ\col(0)が かかっているぞ!
TX_5101,"ムッ!カギあなのカタチが
ふつうとは ちがうぞ!"
TX_5102,ん?このブロック カギあながある
TX_5103,ウッ! こいつはおもいぞ!
TX_5104,"ウッ! いわのように
カタくて おもいぞ"
TX_5105,"ん?このブロック ヒビがはいって
\jump(TX_5107)"
TX_5106,ん? このカベ ヒビがはいって\n
TX_5107,もろくなっているようだ
TX_5108,火を ともすための しょくだいだ
TX_5109,ん? カギあながあるぞ
TX_510a,うっ! おもくてうごかない!
TX_510b,\col(1)たて\col(0)を たべられてしまった!
TX_510c,\col(1)ふえ\col(0)のねは とどかなかったようだ
TX_510d,こちらからは あけられない!
TX_510e,こちらからは よめない!
TX_510f,"\col(1)ふえ\col(0)のねが あたりに
ひびいた。。。"
TX_5110,\col(1)しらべ\col(0)は むなしく ひびいた
TX_5111,"なにかを はめこむような
くぼみがある"
TX_5112,ふしぎな力で はじきかえされた!
TX_5400,あなたとわたしの であいのきねん
TX_5401,"剣のいりょくが上がるが
てきからうけるダメ-ジもふえる"
TX_5402,"剣のいりょくが より上がるが
うけるダメ-ジも よりふえる"
TX_5403,"剣のいりょくが かなり上がるが
うけるダメ-ジも かなり上がる"
TX_5404,"てきからうけるダメ-ジがへるが
剣のいりょくもより下がる"
TX_5405,"うけるダメ-ジが よりへるが
剣のいりょくも より下がる"
TX_5406,"うけるダメ-ジが かなりへるが
剣のいりょくも かなり下がる"
TX_5407,剣のいりょくが ばいになる
TX_5408,"てきからうけるダメ-ジが
はんぶんになる"
TX_5409,"剣のいりょくが 少し上がり
うけるダメ-ジも 少しへる"
TX_540a,"剣のいりょくが はんぶんになり
ダメ-ジが ばいになる"
TX_540b,きょうりょくなパンチがうてる
TX_540c,バクダンのいりょくが上がる
TX_540d,"ブ-メランのいりょくが
少し上がる"
TX_540e,フィ-ルドのおんがくをかえられる
TX_540f,メイプルに あいやすくなる
TX_5410,"ダメ-ジをうけても
あまり あとずさりしなくなる"
TX_5411,"サッサの実のこうかが
ながもちする"
TX_5412,"モノをなげたときのヒキョリが
のびる"
TX_5413,ハ-トが少しずつかいふくする
TX_5414,ハ-トが少しずつかいふくする
TX_5415,およぐスピ-ドがアップ
TX_5416,かいてんぎりが はやくたまる
TX_5417,"ハ-トが2コへっても
剣ビ-ムが出せる"
TX_5418,"ハ-トが3コへっても
剣ビ-ムが出せる"
TX_5419,バクダンを2コおけるようになる
TX_541a,"トラップからうけるダメ-ジが
はんぶんになる"
TX_541b,"ビ-ムでうけるダメ-ジが
はんぶんになる"
TX_541c,"あなにおちたときのダメ-ジが
はんぶんになる"
TX_541d,"トゲのゆかをふんだ時のダメ-ジが
はんぶんになる"
TX_541e,でんげきダメ-ジむこう
TX_541f,小さな火のたまのダメ-ジむこう
TX_5420,小さないわのダメ-ジむこう
TX_5421,氷の上ですべらなくなる
TX_5422,"ヒビの入ったゆかにのっても
あながあかない"
TX_5423,りゅうさにすいこまれない
TX_5424,入手したルピ-が ばいになる
TX_5425,入手したハ-トが ばいになる
TX_5426,"入手したアイテムが
すべて ばいになる"
TX_5427,入手したクズ鉄が ばいになる
TX_5428,"「やわらかいつち」のあるばしょを
おとで知らせてくれる"
TX_5429,ブ-メランのいりょくが上がる
TX_542a,"そうびしているあいだ
オクタロックにへんしんする"
TX_542b,"そうびしているあいだ
モリブリンにへんしんする"
TX_542c,"そうびしているあいだ
ライクライクにへんしんする"
TX_542d,"そうびしているあいだ
ウ-ラぞくにへんしんする"
TX_542e,"そうびしているあいだ
???にへんしんする"
TX_542f,"かいてんぎりが
2かいてんぎりになる"
TX_5430,"じぶんがおいたバクダンから
ダメ-ジをうけなくなる"
TX_5431,"かいてんぎりのかわりに
剣ビ-ムが出る"
TX_5432,"剣のふりおろしに 力をこめれるが
そのぶん ハ-トがへってしまう"
TX_5433,あなたも わたしも アドバンス
TX_5434,"モンスタ-1000たいぎり
せんしのあかし"
TX_5435,"いままで手に入れたルピ-が
なんと10000ルピ-いじょう!"
TX_5436,"大魔王\col(3)ガノン\col(0)をたおしたことがある
勇者のあかし"
TX_5437,"かんばん100まいぎり
はかい王のあかし"
TX_5438,"ゆびわを100コいじょう
かんていしてくれたきねんよ\heart"
TX_5439,"剣をふれなくなるのろいから
まもってくれる"
TX_543a,ガチャの実がよくそだつ
TX_543b,"手をはなすまではバクダンが
バクハツしない"
TX_543c,いきつぎなしで もぐっていられる
TX_543d,--みてい--
TX_543e,--みてい--
TX_543f,--みてい--
TX_5440,
TX_5500,"よくきました \Link
わたしは\col(3)フロル\col(0)
\col(1)あいことば\col(0)を つかさどるみこです
そしてここは \col(1)あいことば\col(0)を
カタチにかえるトコロ
\col(3)あいことばのへや\col(0)です"
